"","prediction","Folio","team_name"
"538",524266.413524033,141150080960,"Florid-API Keys"
"539",213479.611653078,232100100340,"Florid-API Keys"
"540",520349.936670295,232330160210,"Florid-API Keys"
"541",272032.099718407,232030110270,"Florid-API Keys"
"542",255574.683621216,232340150300,"Florid-API Keys"
"543",236112.791757856,232230030110,"Florid-API Keys"
"544",278903.889698282,242050010520,"Florid-API Keys"
"545",152117.045572578,232030012430,"Florid-API Keys"
"546",197033.693265045,232030070780,"Florid-API Keys"
"547",173989.51934231,232220221470,"Florid-API Keys"
"548",503852.266043771,232270060230,"Florid-API Keys"
"549",482688.626605214,232270060410,"Florid-API Keys"
"550",941332.001217387,232270060430,"Florid-API Keys"
"551",226608.579127722,232280010550,"Florid-API Keys"
"552",364833.156553946,232280010970,"Florid-API Keys"
"553",189797.540013466,232320030170,"Florid-API Keys"
"554",515554.235500994,232320110190,"Florid-API Keys"
"555",214195.780203817,232320110740,"Florid-API Keys"
"556",727330.036197828,131130170170,"Florid-API Keys"
"557",567520.852979831,131140070010,"Florid-API Keys"
"558",226078.002423667,131140120760,"Florid-API Keys"
"559",283562.561884636,131140120790,"Florid-API Keys"
"560",415600.996931613,131140160890,"Florid-API Keys"
"561",818227.559396969,131140170060,"Florid-API Keys"
"562",173775.34669926,131140170560,"Florid-API Keys"
"563",217765.266883397,131140170600,"Florid-API Keys"
"564",154280.030838531,131140180600,"Florid-API Keys"
"565",428919.565508691,131140181400,"Florid-API Keys"
"566",280225.766633293,131140200760,"Florid-API Keys"
"567",121196.115938361,131140200930,"Florid-API Keys"
"568",169950.991026819,131140210280,"Florid-API Keys"
"569",214165.957922207,131140360170,"Florid-API Keys"
"570",325325.21037241,131140360620,"Florid-API Keys"
"571",270756.943797119,131140361350,"Florid-API Keys"
"572",144534.755611878,131140361750,"Florid-API Keys"
"573",587874.244018324,131140361920,"Florid-API Keys"
"574",287204.264040499,131140362440,"Florid-API Keys"
"575",168968.618292005,131140363210,"Florid-API Keys"
"576",576555.803455884,131140390070,"Florid-API Keys"
"577",378391.149994433,131140431370,"Florid-API Keys"
"578",316287.052738369,131140440080,"Florid-API Keys"
"579",638519.063049932,131220521370,"Florid-API Keys"
"580",411047.772197829,131220521650,"Florid-API Keys"
"581",162270.332876,131220521920,"Florid-API Keys"
"582",635307.412673752,131230060220,"Florid-API Keys"
"583",206585.97006269,131230060570,"Florid-API Keys"
"584",598241.391406114,131230100130,"Florid-API Keys"
"585",486416.561085656,131230120520,"Florid-API Keys"
"586",259847.93960901,131230120550,"Florid-API Keys"
"587",331650.718330555,131230121300,"Florid-API Keys"
"588",669391.118513642,131230121350,"Florid-API Keys"
"589",183671.560850952,131230121410,"Florid-API Keys"
"590",536715.252084919,131230121480,"Florid-API Keys"
"591",304615.351561558,131230140310,"Florid-API Keys"
"592",186479.915943616,131230290050,"Florid-API Keys"
"593",184335.829131088,131230400110,"Florid-API Keys"
"594",141578.834646022,131230400260,"Florid-API Keys"
"595",474578.43968698,131240010050,"Florid-API Keys"
"596",409610.823653457,131240011440,"Florid-API Keys"
"597",518027.756868143,131240020240,"Florid-API Keys"
"598",258830.405217805,131240031021,"Florid-API Keys"
"599",257680.990174553,131240150270,"Florid-API Keys"
"600",361854.001546346,131240161280,"Florid-API Keys"
"601",483047.851725587,131240171520,"Florid-API Keys"
"602",682094.122330415,131240190121,"Florid-API Keys"
"603",307299.82919112,131240190300,"Florid-API Keys"
"604",313667.139324811,131240190650,"Florid-API Keys"
"605",228846.53734082,131240191490,"Florid-API Keys"
"606",129235.353294177,131240201120,"Florid-API Keys"
"607",272095.391405203,131330133520,"Florid-API Keys"
"608",334253.463535753,131330140730,"Florid-API Keys"
"609",458550.447038219,131330141600,"Florid-API Keys"
"610",326358.051727362,131340430430,"Florid-API Keys"
"611",223670.345611239,132070400700,"Florid-API Keys"
"612",320185.605759894,132070401010,"Florid-API Keys"
"613",314768.850449483,132070401650,"Florid-API Keys"
"614",223232.728056278,132180040080,"Florid-API Keys"
"615",568491.020521004,132180050060,"Florid-API Keys"
"616",782690.055268326,132180080190,"Florid-API Keys"
"617",376571.948259478,132180080210,"Florid-API Keys"
"618",337033.26301854,132180320130,"Florid-API Keys"
"619",296836.174038107,132190090490,"Florid-API Keys"
"620",419121.571279736,141040281710,"Florid-API Keys"
"621",136041.611782266,141040281740,"Florid-API Keys"
"622",183656.218621761,131230060610,"Florid-API Keys"
"623",214625.788052795,131230110220,"Florid-API Keys"
"624",180922.00578918,131230110570,"Florid-API Keys"
"625",223014.878384011,131230110990,"Florid-API Keys"
"626",665227.904468122,131230111270,"Florid-API Keys"
"627",292191.027962503,131230111310,"Florid-API Keys"
"628",210167.75029541,131230112020,"Florid-API Keys"
"629",282025.146927529,131230170090,"Florid-API Keys"
"630",342343.463367264,131230220621,"Florid-API Keys"
"631",291887.95469971,131230220830,"Florid-API Keys"
"632",320168.7351534,131240010550,"Florid-API Keys"
"633",100636.37348394,131240010680,"Florid-API Keys"
"634",500685.471655434,131240010760,"Florid-API Keys"
"635",360343.110667987,131240010960,"Florid-API Keys"
"636",312646.944490429,131240012210,"Florid-API Keys"
"637",327857.28218564,131240012280,"Florid-API Keys"
"638",219254.874065702,131320040100,"Florid-API Keys"
"639",274371.143235327,131320130120,"Florid-API Keys"
"640",177199.345685169,131330040410,"Florid-API Keys"
"641",124165.590138856,131340440290,"Florid-API Keys"
"642",356964.838789763,131340440650,"Florid-API Keys"
"643",270640.801229745,131340450960,"Florid-API Keys"
"644",686843.210509701,131340500250,"Florid-API Keys"
"645",795300.927674897,132070070040,"Florid-API Keys"
"646",217571.216585506,132070161220,"Florid-API Keys"
"647",323559.106903313,132070161360,"Florid-API Keys"
"648",449734.978392358,132070163000,"Florid-API Keys"
"649",171410.263627817,132070180420,"Florid-API Keys"
"650",311032.491591084,132070310270,"Florid-API Keys"
"651",301377.423328287,132070370380,"Florid-API Keys"
"652",515035.237306685,132070380150,"Florid-API Keys"
"653",279542.763976143,132070380210,"Florid-API Keys"
"654",159054.066415984,132070511210,"Florid-API Keys"
"655",173199.793820132,132070830150,"Florid-API Keys"
"656",751184.348631851,132080050210,"Florid-API Keys"
"657",284681.695912166,132080050260,"Florid-API Keys"
"658",182498.755237984,132080090220,"Florid-API Keys"
"659",316184.949984333,132180340120,"Florid-API Keys"
"660",290677.219386329,132180360130,"Florid-API Keys"
"661",254184.480778634,132180370210,"Florid-API Keys"
"662",449190.665480733,132180370430,"Florid-API Keys"
"663",171051.081976281,132190040940,"Florid-API Keys"
"664",396816.484934943,132190060130,"Florid-API Keys"
"665",266864.668661998,132190160070,"Florid-API Keys"
"666",378909.772786222,132310260240,"Florid-API Keys"
"667",583706.379402613,132320010620,"Florid-API Keys"
"668",200300.160416818,140010010841,"Florid-API Keys"
"669",305127.95655337,140010040010,"Florid-API Keys"
"670",654266.668506579,140010040260,"Florid-API Keys"
"671",382247.051833844,140010040491,"Florid-API Keys"
"672",283147.621904763,140010040770,"Florid-API Keys"
"673",251124.001265822,140010041050,"Florid-API Keys"
"674",139820.254256182,140010041810,"Florid-API Keys"
"675",494790.800615877,140010043650,"Florid-API Keys"
"676",422372.764577865,140010055460,"Florid-API Keys"
"677",469619.364411075,140010056230,"Florid-API Keys"
"678",520831.876548921,140010056280,"Florid-API Keys"
"679",194759.748109559,140010057150,"Florid-API Keys"
"680",391977.850357458,140010080170,"Florid-API Keys"
"681",547852.378842871,140010100100,"Florid-API Keys"
"682",428942.039636347,140010120450,"Florid-API Keys"
"683",241126.560595782,140010130320,"Florid-API Keys"
"684",313855.6755987,140010170940,"Florid-API Keys"
"685",399146.842215944,140010171721,"Florid-API Keys"
"686",338866.577133973,140020030610,"Florid-API Keys"
"687",244473.589484117,140020032600,"Florid-API Keys"
"688",324924.56767491,141030330320,"Florid-API Keys"
"689",568504.184675337,141030330910,"Florid-API Keys"
"690",414478.967826307,141030331730,"Florid-API Keys"
"691",403885.411273509,141030332240,"Florid-API Keys"
"692",259700.213487837,141030350300,"Florid-API Keys"
"693",608747.886573805,141030410151,"Florid-API Keys"
"694",555098.385363335,141030430020,"Florid-API Keys"
"695",281488.214954461,141030430210,"Florid-API Keys"
"696",369143.781592838,141030440120,"Florid-API Keys"
"697",296925.990883617,141040120130,"Florid-API Keys"
"698",354067.257951817,141040190240,"Florid-API Keys"
"699",460091.710895024,141040200551,"Florid-API Keys"
"700",368793.556164199,141050081230,"Florid-API Keys"
"701",216859.715630401,141050240460,"Florid-API Keys"
"702",556357.517873074,141050370691,"Florid-API Keys"
"703",538667.903700002,141050370920,"Florid-API Keys"
"704",592788.036476237,141050470140,"Florid-API Keys"
"705",306696.209315628,141060020050,"Florid-API Keys"
"706",382602.586907385,141060110990,"Florid-API Keys"
"707",370265.837911611,141060131690,"Florid-API Keys"
"708",297742.241244953,141060200250,"Florid-API Keys"
"709",237349.596603555,141060200440,"Florid-API Keys"
"710",240661.705146603,141060210270,"Florid-API Keys"
"711",236821.283015432,141060210300,"Florid-API Keys"
"712",351214.150602629,141060430430,"Florid-API Keys"
"713",271167.469726502,141060431190,"Florid-API Keys"
"714",157964.156626663,141060440280,"Florid-API Keys"
"715",330922.022870553,141060461700,"Florid-API Keys"
"716",168909.918452611,141090051620,"Florid-API Keys"
"717",199414.515676912,141090100020,"Florid-API Keys"
"718",862259.317402867,141090110140,"Florid-API Keys"
"719",383116.883220869,141090110670,"Florid-API Keys"
"720",750996.8962031,141090120600,"Florid-API Keys"
"721",400681.625344622,141090401870,"Florid-API Keys"
"722",224469.784239203,141100120170,"Florid-API Keys"
"723",294751.868749987,141100141110,"Florid-API Keys"
"724",144623.607764401,141100141111,"Florid-API Keys"
"725",568236.296223797,141100200090,"Florid-API Keys"
"726",575193.274813771,141100260040,"Florid-API Keys"
"727",271612.498240291,141100260170,"Florid-API Keys"
"728",217413.710134411,141100310230,"Florid-API Keys"
"729",227426.262318833,141100350060,"Florid-API Keys"
"730",207982.300114474,141100400070,"Florid-API Keys"
"731",455822.347766454,141100400090,"Florid-API Keys"
"732",496199.438022983,141100440090,"Florid-API Keys"
"733",247742.467262073,141100440160,"Florid-API Keys"
"734",332520.834677666,141100510030,"Florid-API Keys"
"735",183819.337369135,141100590165,"Florid-API Keys"
"736",157993.065835349,141100632650,"Florid-API Keys"
"737",500206.368728533,141100633221,"Florid-API Keys"
"738",633159.497922005,141100640900,"Florid-API Keys"
"739",505439.366553183,141110040250,"Florid-API Keys"
"740",395924.060980799,141110061030,"Florid-API Keys"
"741",374358.121578023,141110061280,"Florid-API Keys"
"742",176997.805929648,141140010091,"Florid-API Keys"
"743",515112.417009617,141140060540,"Florid-API Keys"
"744",318857.437885283,141150050010,"Florid-API Keys"
"745",176766.6963944,141150060560,"Florid-API Keys"
"746",900386.860716993,141150060990,"Florid-API Keys"
"747",234668.402177012,141150062720,"Florid-API Keys"
"748",195663.779052662,141150071370,"Florid-API Keys"
"749",433011.234499496,141150082010,"Florid-API Keys"
"750",471590.116853381,141150082351,"Florid-API Keys"
"751",364109.557117464,141150120150,"Florid-API Keys"
"752",304447.423481662,141150121010,"Florid-API Keys"
"753",338708.405599899,141150121180,"Florid-API Keys"
"754",249191.297791352,141150122251,"Florid-API Keys"
"755",339705.17553346,141150123350,"Florid-API Keys"
"756",841585.790873357,141150240220,"Florid-API Keys"
"757",243578.368932489,141150240370,"Florid-API Keys"
"758",372274.269071794,141150240390,"Florid-API Keys"
"759",309697.814919281,141150240670,"Florid-API Keys"
"760",307204.194462796,141150280105,"Florid-API Keys"
"761",376727.517280108,141150330010,"Florid-API Keys"
"762",100983.264276952,141150330080,"Florid-API Keys"
"763",489820.029673128,141150381460,"Florid-API Keys"
"764",434181.124930093,141150410070,"Florid-API Keys"
"765",588515.677777284,141150410230,"Florid-API Keys"
"766",314123.010679286,141150430090,"Florid-API Keys"
"767",467033.016421969,141150440450,"Florid-API Keys"
"768",174914.493814627,141150440520,"Florid-API Keys"
"769",469045.417715747,141150900010,"Florid-API Keys"
"770",342463.733733625,141151020020,"Florid-API Keys"
"771",508063.829412997,141200060860,"Florid-API Keys"
"772",451203.910589997,141200090110,"Florid-API Keys"
"773",434931.059245574,141200160080,"Florid-API Keys"
"774",469237.987987786,141200160170,"Florid-API Keys"
"775",315746.729604573,141200160180,"Florid-API Keys"
"776",606715.056039674,141200160255,"Florid-API Keys"
"777",231489.324112473,141200420010,"Florid-API Keys"
"778",321984.688038989,141210071830,"Florid-API Keys"
"779",445739.84913177,141210120070,"Florid-API Keys"
"780",311124.350542868,141210130050,"Florid-API Keys"
"781",231280.446568068,141210130260,"Florid-API Keys"
"782",279694.426120179,141220011070,"Florid-API Keys"
"783",519683.079954711,141280090150,"Florid-API Keys"
"784",665067.200795232,141290060050,"Florid-API Keys"
"785",402149.549130863,141290100560,"Florid-API Keys"
"786",618848.99182638,141290140090,"Florid-API Keys"
"787",364341.49666221,141290140110,"Florid-API Keys"
"788",664711.339582757,141290180170,"Florid-API Keys"
"789",182625.886606459,141290220120,"Florid-API Keys"
"790",203508.632736337,141380010350,"Florid-API Keys"
"791",675230.407437322,141380011400,"Florid-API Keys"
"792",400461.371323421,141380013010,"Florid-API Keys"
"793",158356.055598923,141380013590,"Florid-API Keys"
"794",261568.781678157,141380013685,"Florid-API Keys"
"795",448639.279303518,141380080350,"Florid-API Keys"
"796",516508.852852013,141380082230,"Florid-API Keys"
"797",282875.435798629,141380082480,"Florid-API Keys"
"798",391227.429308734,141380091245,"Florid-API Keys"
"799",239639.494428421,141380091380,"Florid-API Keys"
"800",474712.720635458,141380100500,"Florid-API Keys"
"801",752852.956277476,141390011980,"Florid-API Keys"
"802",340448.371386999,141390052080,"Florid-API Keys"
"803",537843.620177531,141390074300,"Florid-API Keys"
"804",442335.165948036,141400030040,"Florid-API Keys"
"805",156560.857416356,232030012070,"Florid-API Keys"
"806",354239.390791077,232030013370,"Florid-API Keys"
"807",355276.289477541,232030073180,"Florid-API Keys"
"808",153368.543353732,232030073530,"Florid-API Keys"
"809",332120.696017551,232100010610,"Florid-API Keys"
"810",875606.868906976,232100132710,"Florid-API Keys"
"811",439125.061439042,232110140680,"Florid-API Keys"
"812",307746.528419092,232140030500,"Florid-API Keys"
"813",338979.329176984,232150032320,"Florid-API Keys"
"814",228545.020241281,232220100810,"Florid-API Keys"
"815",343222.050482485,232220140250,"Florid-API Keys"
"816",677211.474250869,232220220300,"Florid-API Keys"
"817",329447.5835829,232270080870,"Florid-API Keys"
"818",354950.913683778,232270081450,"Florid-API Keys"
"819",289317.060505535,232320050010,"Florid-API Keys"
"820",142695.983358604,242030097460,"Florid-API Keys"
"821",372393.599084207,242030098670,"Florid-API Keys"
"822",431263.407715361,141020052560,"Florid-API Keys"
"823",343629.100808988,131130420950,"Florid-API Keys"
"824",326297.906746348,131130421460,"Florid-API Keys"
"825",499536.561700922,131140040010,"Florid-API Keys"
"826",301863.439992191,131140270520,"Florid-API Keys"
"827",253468.075628096,131220470300,"Florid-API Keys"
"828",608432.214193865,131220523580,"Florid-API Keys"
"829",275747.64686344,131220525820,"Florid-API Keys"
"830",181503.096837411,131230340410,"Florid-API Keys"
"831",290173.90884239,131230373440,"Florid-API Keys"
"832",532793.013844831,141040070090,"Florid-API Keys"
"833",327703.681024683,141050030360,"Florid-API Keys"
"834",355162.286649907,141060220290,"Florid-API Keys"
"835",489867.362575337,141160180470,"Florid-API Keys"
"836",529806.615297404,131340110021,"Florid-API Keys"
"837",331047.420233774,131130170170,"Florid-API Keys"
"838",323242.197201532,131140080170,"Florid-API Keys"
"839",292483.55103347,131140120790,"Florid-API Keys"
"840",370616.080757869,131140200760,"Florid-API Keys"
"841",163983.533556692,131140210290,"Florid-API Keys"
"842",330165.77325461,131140362230,"Florid-API Keys"
"843",245985.293489204,131140390070,"Florid-API Keys"
"844",193039.159929315,131140431400,"Florid-API Keys"
"845",342503.053943814,131140431600,"Florid-API Keys"
"846",374179.023573863,131230060760,"Florid-API Keys"
"847",192776.738944479,131230061440,"Florid-API Keys"
"848",395949.955413852,131230140310,"Florid-API Keys"
"849",126670.98716235,131240181010,"Florid-API Keys"
"850",286414.814884947,131330140730,"Florid-API Keys"
"851",358422.381084894,132070401600,"Florid-API Keys"
"852",185280.216331874,132180080210,"Florid-API Keys"
"853",333622.608705448,141040281420,"Florid-API Keys"
"854",259285.903870852,131230110570,"Florid-API Keys"
"855",354634.122031555,131240010960,"Florid-API Keys"
"856",321488.849103613,131240012210,"Florid-API Keys"
"857",230137.858881247,131320130460,"Florid-API Keys"
"858",290368.758175378,131330030690,"Florid-API Keys"
"859",326901.835962212,131350161380,"Florid-API Keys"
"860",372048.460753497,132070050010,"Florid-API Keys"
"861",518145.544134963,132080020150,"Florid-API Keys"
"862",539844.977006233,132190060130,"Florid-API Keys"
"863",380992.790905503,132190080860,"Florid-API Keys"
"864",357550.188545171,140010032553,"Florid-API Keys"
"865",368218.366985391,140010051950,"Florid-API Keys"
"866",123315.551694451,140010057322,"Florid-API Keys"
"867",241695.583101252,141030330910,"Florid-API Keys"
"868",208626.313492869,141030430450,"Florid-API Keys"
"869",329763.812038406,141040060310,"Florid-API Keys"
"870",217614.040115666,141050370691,"Florid-API Keys"
"871",593256.646971685,141060131690,"Florid-API Keys"
"872",278364.726334047,141060210270,"Florid-API Keys"
"873",327987.389295647,141100050160,"Florid-API Keys"
"874",109219.078996205,141390073010,"Florid-API Keys"
"875",169088.440994204,232100020450,"Florid-API Keys"
"876",322404.851650041,232270080280,"Florid-API Keys"
